New Mexico Tech Lightning Mapping Array -- analyzed data
Exported on: Mon May  4 13:35:20 2020
Original data file: /Users/sharm261/Desktop/mount/OKLMA_data_2013_cases/20130519/LYLOUT_130519_212000_0600.dat.gz
Analysis started: Thu Aug 29 03:15:48 2013
Analysis finished: Thu Aug 29 06:41:36 2013
Data start time: 05/19/13 21:20:00
Number of seconds analyzed: 600
Location: OK LMA 2002/2005
Data:time (UT sec of day), lat, lon, alt(m), reduced chi^2, # of stations contributed, P(dBW), charge, mask
Number of events:       39389
Flash stats: not saved
*** data ***
 76869.290463996   35.667614  -97.429756  11737.0   0.34  9  1.9300e+01 -3 1368d
 76869.290563899   35.666241  -97.431686  11571.7   0.21 11  2.5200e+01 -3 17d8d
 76869.298189559   35.882126  -97.290459   7273.8   0.27 10  2.1000e+01  3 13d8d
 76869.312397505   35.855412  -97.295555   7986.1   0.26  9  1.5800e+01  3  1f8d
 76869.322930204   35.630989  -97.450394  10547.0   0.72  8  1.2900e+01 -3 13589
 76869.334114604   35.837078  -97.307335   8011.3   0.63  8  1.3800e+01  3   f8d
 76869.335505407   35.837494  -97.300980   7853.0   0.83  7  1.8000e+01  3   78d
 76869.336971777   35.742725  -97.451210   7127.7   0.53  9  1.5100e+01  3 11f85
 76869.337031346   35.833904  -97.302177   7649.3   0.17  7  1.3700e+01  3  3e0c
 76869.337301596   35.834454  -97.309563   8029.0   0.14  8  1.5800e+01  3  1d8d
 76869.342706965   35.832344  -97.301369   8199.5   0.41  8  1.3500e+01  3  178d
 76869.344812619   35.831375  -97.300003   9191.9   0.20  7  1.6500e+01  3  2d89
 76869.351164209   35.825981  -97.301819   8665.4   0.18  7  1.1400e+01  3  158d
 76869.365846056   35.817593  -97.306107   8624.0   0.32  9  1.6600e+01  3  1f8d
 76869.366386350   35.745472  -97.453377   7816.4   0.25  9  1.6400e+01  3  1f8d
 76869.366690504   35.727650  -97.463226   8955.4   0.64  7  1.5100e+01  3  158d
 76869.409641762   35.868103  -97.258163   7836.5   0.22  7  1.4100e+01  3   78d
 76869.413736636   35.686989  -97.367950  15495.2   0.51  9  1.3400e+01  0 10f8d
 76869.417068084   35.615372  -97.512093   9041.6   0.90  8  1.0500e+01  3   f8d
 76869.433002713   35.617680  -97.514267   9043.4   0.49 11  1.5000e+01  3 13f8d
 76869.434659623   35.617973  -97.515289   8876.5   0.95  7  1.0500e+01  3   78d
 76869.438244799   35.616531  -97.514473   8740.4   0.16 10  1.5500e+01  3  3f8d
 76869.439753422   35.614609  -97.514503   9026.5   0.23  9  1.6600e+01  3  1f8d
 76869.441484814   35.613480  -97.515518   8666.2   0.64  8  1.2700e+01  3   f8d
 76869.441698906   35.614479  -97.514046   8748.1   0.31  7  1.5300e+01  3   78d
 76869.442739848   35.610794  -97.515907   8727.4   0.64  7  1.6500e+01  3   d8d
 76869.445859733   35.611992  -97.513191   8871.5   0.10  7  9.9000e+00  3   d8d
 76869.446957591   35.610306  -97.513184   8756.9   0.12  7  1.9000e+01  3  1d89
 76869.447156824   35.609676  -97.511887   8562.3   0.33  8  1.2900e+01  3   f8d
 76869.447637024   35.674007  -97.407120  16465.5   0.46  9  2.2800e+01  0 17d84
 76869.474765923   35.609543  -97.508278   8601.6   0.65  7  1.4800e+01  3 10d0d
 76869.483298195   35.609501  -97.506287   8645.6   0.20  8  1.2700e+01  3   f8d
 76869.486385996   35.611675  -97.500229   8349.2   0.13 10  1.3100e+01  3 11f8d
 76869.487132121   35.608261  -97.500198   7833.2   0.58  7  1.6200e+01  3  158d
 76869.495545894   35.705906  -97.273392   8342.6   0.34  8  1.7400e+01  0  178d
 76869.499413129   35.613171  -97.488586   8329.1   0.63  8  1.3600e+01  3 1078d
 76869.499641863   35.614197  -97.488922   8325.1   0.48 10  1.4600e+01  3 13d8d
 76869.504216864   35.609997  -97.477966   8068.1   0.38  9  1.2800e+01  3  1f8d
 76869.516234006   35.827511  -97.299995   8192.4   0.26  8  1.5900e+01  0  1d8d
 76869.516551324   35.821327  -97.298531   9799.2   0.09  8  1.9400e+01  0 13d81
 76869.517982029   35.610180  -97.469795   7695.9   0.08  9  1.4700e+01  3  1f8d
 76869.521116031   35.610828  -97.468643   7453.7   0.28  9  1.0500e+01  3  1f8d
 76869.525047602   35.610985  -97.467804   7340.4   0.63  7  1.4000e+01  3   78d
 76869.529546634   35.610737  -97.465233   7346.5   0.32  9  1.6600e+01  3 1358d
 76869.532741932   35.611294  -97.462517   7330.8   0.54  7  1.1600e+01  3   78d
 76869.535090741   35.715981  -97.419754  10495.3   0.15  7  1.1300e+01  0   d8d
 76869.535484571   35.714237  -97.566803  10723.2   0.03  9  1.9300e+01  0 1358d
 76869.539985475   35.713902  -97.567413  10466.6   0.25  8  1.5700e+01  0  178d
 76869.543264374   35.715126  -97.568207  10296.4   0.25 11  1.8800e+01  0 17d8d
 76869.546144577   35.722511  -97.412697  10741.6   0.19  8  1.2000e+01  0  1d8d
 76869.547087315   35.713345  -97.419868  11100.2   0.21  7  1.4700e+01  0  1f09
 76869.549179956   35.660217  -97.458717  15998.2   0.26  8  1.2600e+01  0 13f04
 76869.571553658   35.617348  -97.514305  10272.0   0.17  8  1.3400e+01  0   f8d
 76869.576427092   35.676804  -97.405563  15237.4   0.25  8  1.4600e+01  0 13c89
 76869.600187711   35.710636  -97.571236  10288.5   0.30 10  1.8400e+01  3 13d8d
 76869.622500554   35.610821  -97.461166   7316.1   0.10  7  1.4900e+01  0   78d
 76869.642464445   35.708000  -97.570877  10819.5   0.79  8  2.1600e+01  3 1650d
 76869.648950377   35.717484  -97.568275  10626.2   0.42 10  1.5300e+01  3 13d8d
 76869.652298225   35.718323  -97.559875  10532.7   0.43  9  1.5600e+01  3 11f85
 76869.653016992   35.721565  -97.445152  14020.0   0.36  7  1.1400e+01  0   d8d
 76869.654364868   35.623871  -97.389618  15805.9   0.07  9  1.6300e+01  0 13e8c
 76869.655381089   35.686340  -97.575027   9257.5   0.02  7  1.7400e+01  3  1d85
 76869.656590124   35.718380  -97.570518  10385.0   0.18  8  2.1400e+01  3 15585
 76869.659381153   35.715309  -97.576637  10287.8   0.73  8  1.8900e+01  3 1178c
 76869.660792063   35.718830  -97.575302  10395.1   0.31 10  1.4500e+01  3 13d8d
 76869.699788919   35.712246  -97.562836  11024.2   0.57  7  1.4500e+01  3 13c09
 76869.701711951   35.715523  -97.558708  10663.7   0.27  7  1.2700e+01  3   d8d
 76869.705767540   35.714828  -97.557953  10597.1   0.57  9  1.2300e+01  3  1f8d
 76869.705984325   35.713097  -97.557068  11149.0   0.68  7  1.2100e+01  3   d8d
 76869.709468387   35.711567  -97.555138  10360.6   0.71  8  1.2400e+01  3 11d8c
 76869.711919464   35.715111  -97.534531  12540.8   0.24  7  1.8400e+01  3 12782
 76869.712227278   35.709740  -97.553459  10524.8   0.18 10  1.5300e+01  3 13d8d
 76869.714129804   35.708027  -97.552025  10478.9   0.39  9  1.4600e+01  3  3d8d
 76869.719142756   35.704765  -97.552383  10700.6   0.47  7  1.0500e+01  3   d8d
 76869.720072350   35.703976  -97.554054  10044.2   0.32  8  1.4400e+01  3 11d8c
 76869.746967753   35.674583  -97.407402  16060.4   0.54 12  2.7600e+01  0 17f8d
 76869.801646073   35.663952  -97.425713  16461.4   0.55  9  1.2200e+01  0 13f0c
 76869.835276262   35.629814  -97.474945  10028.5   0.49  9  1.5800e+01  0 10f8d
 76869.956293405   35.784534  -97.263588   7519.2   0.86  7  1.4500e+01  3   78d
 76869.978812930   35.671764  -97.389572   8401.8   0.14  7  1.2100e+01  3   d8d
 76869.982844584   35.668396  -97.384239   8381.9   0.75  7  1.2800e+01  3   78d
 76869.987147197   35.669674  -97.160873   9668.5   0.35 10  1.4500e+01  0 12f8d
 76869.993162980   35.630325  -97.442146  11028.4   0.30  8  1.6500e+01  0 1078d
 76869.994235545   35.678074  -97.161835   9561.3   0.75  7  1.8000e+01  0   b8d
 76869.997056829   35.785198  -97.244469   7217.2   0.97  7  1.4800e+01  3   78d
 76870.005055298   35.681992  -97.161377   9631.3   0.03  8  1.7800e+01  0 11785
 76870.013260989   35.629169  -97.443871  11289.8   0.30  9  1.3300e+01  0 13d8c
 76870.013580708   35.775108  -97.191368   9389.6   0.48  9  1.8000e+01  0  1f8d
 76870.013842072   35.780106  -97.253143   7061.3   0.49  7  1.6000e+01  3   78d
 76870.015591115   35.676483  -97.384117   8420.5   0.59  8  1.4100e+01  3  178d
 76870.028514031   35.780811  -97.256020   6498.2   0.21  7  1.3400e+01  3   78d
 76870.031323944   35.680595  -97.172348   9483.4   0.63  7  1.8400e+01  0  1785
 76870.032997555   35.773678  -97.265053   6813.9   0.97  7  1.2300e+01  3   78d
 76870.033537393   35.784412  -97.191689   9303.9   0.33 11  1.9300e+01  0 13f8d
 76870.034347640   35.774521  -97.264229   7387.9   0.67  8  1.5400e+01  3   f8d
 76870.043545127   35.770290  -97.176376   8499.8   0.78  7  1.0000e+01  0  1d8c
 76870.046576373   35.791393  -97.261246   8327.1   0.40  7  1.7200e+01  3  158d
 76870.053740683   35.762859  -97.271935   7026.3   0.65  7  1.8900e+01  3  158d
 76870.061341812   35.776215  -97.287086   7094.7   0.55  7  1.5500e+01  3   78d
 76870.076418430   35.776386  -97.296761   6666.0   0.59  7  1.3000e+01  3 11b84
 76870.080483712   35.775791  -97.299538   7871.6   0.91  7  1.5900e+01  3   78d
 76870.100952114   35.672874  -97.389198   8047.7   0.17  8  1.7900e+01  3 1780d
 76870.101115569   35.670540  -97.387093   8207.2   0.41  9  1.3000e+01  3 1398d
 76870.101176121   35.684162  -97.402908   8839.9   0.68  9  1.8000e+01  0  1f8d
 76870.114022976   35.675304  -97.399750   7429.9   0.80  8  1.6600e+01  3  178d
 76870.115086877   35.678444  -97.395882   7251.9   0.15  8  1.6500e+01  3 11e85
 76870.127467586   35.672729  -97.385254   7491.9   0.53  7  1.3900e+01  3   78d
 76870.128078022   35.670815  -97.387344   7220.0   0.06  7  1.7500e+01  3   f89
 76870.131742087   35.663570  -97.388481   7496.0   0.31  7  1.3100e+01  3   e8d
 76870.135896176   35.665340  -97.402061   7108.1   0.46  9  2.0300e+01  3  1f8d
 76870.139308016   35.664246  -97.402489   7100.7   0.39  7  1.5600e+01  3  168d
 76870.143474873   35.660141  -97.401123   7006.0   0.70  7  1.4600e+01  3   78d
 76870.150854973   35.656071  -97.405434   6660.3   0.33  8  1.8700e+01  3  178d
 76870.152075489   35.633492  -97.206268  10775.5   0.29  9  1.6000e+01  0 13e89
 76870.158604611   35.654301  -97.404137   6505.3   0.68  7  1.5000e+01  3   d8d
 76870.165991566   35.657661  -97.384079   7896.2   0.23  8  1.6200e+01  3 11f81
 76870.167743547   35.653507  -97.385307   8036.0   0.36  7  1.0200e+01  3   d8d
 76870.168641100   35.653835  -97.384048   8200.4   0.19 11  2.2100e+01  3 17d8d
 76870.181518568   35.785316  -97.263664   8027.6   0.77  7  1.6300e+01  3 1148d
 76870.181574923   35.784340  -97.254547   6703.8   0.52  9  1.8800e+01  3  3d8d
 76870.189025936   35.771549  -97.190498   9244.4   0.51 10  1.8100e+01  0 13d8d
 76870.214432539   35.781239  -97.261864   7773.9   0.96  7  2.2000e+01  3  3589
 76870.214834935   35.682911  -97.392632  10929.5   0.26  7  1.0100e+01 -3 1058d
 76870.219766271   35.684002  -97.391655  10809.8   0.82  7  1.2400e+01 -3   e8d
 76870.227632094   35.683846  -97.391945  10828.6   0.35  9  1.2000e+01 -3 10f8d
 76870.228458243   35.682896  -97.390900  10544.2   0.31  9  1.6400e+01 -3 11d8d
 76870.230619865   35.681183  -97.390541  10463.2   0.06  8  1.5900e+01 -3 10f89
 76870.230696330   35.685135  -97.390472  10914.5   0.07  8  1.6200e+01 -3 11e85
 76870.233789286   35.775795  -97.196724   9512.6   0.52  8  1.3500e+01  0  1f8c
 76870.234197201   35.787731  -97.187561   9856.5   0.62  8  1.4300e+01  0 1198d
 76870.235259559   35.662125  -97.362793   8958.2   0.76  7  1.7300e+01  0  138d
 76870.235390308   35.635941  -97.400314   7497.5   0.87  7  1.6900e+01  0   f89
 76870.256636245   35.769650  -97.190788   9273.0   0.44  7  1.4500e+01  0   d8d
 76870.288279212   35.770184  -97.279396   6523.3   0.75  8  1.2200e+01  3   f8d
 76870.332789570   35.779343  -97.308098   7486.0   0.68  7  1.5200e+01  3   78d
 76870.338479981   35.773949  -97.310028   7481.0   0.62  7  1.3800e+01  3  158d
 76870.412710908   35.837765  -97.462288  10099.5   0.76  7  9.0000e+00  0 10d0d
 76870.419934112   35.837852  -97.461952  10144.7   0.70  9  1.1800e+01  0 1358d
 76870.420126634   35.837708  -97.462158  10003.2   0.21 11  1.1500e+01  0 13f8d
 76870.420462668   35.791191  -97.246727   7225.0   0.44  7  1.3900e+01  3   78d
 76870.425110523   35.793793  -97.247505   7217.6   0.19  7  1.4400e+01  3  238d
 76870.431645496   35.800766  -97.246140   6613.7   0.50  7  1.3300e+01  3   78d
 76870.431954912   35.801533  -97.248032   6645.5   0.17  7  1.7700e+01  3   78d
 76870.433859584   35.801308  -97.237061   7249.5   0.98  7  1.1900e+01  3   78d
 76870.437530151   35.796074  -97.262222   6276.9   0.56  7  1.3700e+01  3   78d
 76870.439368388   35.841202  -97.457863  10068.1   0.98  7  1.3400e+01  0   d8d
 76870.440863617   35.798176  -97.266602   6339.8   0.52  7  1.2700e+01  3   78d
 76870.443570737   35.837578  -97.463791   9612.0   0.96  8  1.3800e+01  0 11c8d
 76870.443735040   35.837849  -97.463043  10353.3   0.55 11  1.4800e+01  0 13f8d
 76870.443800524   35.837204  -97.465561  11117.5   1.00  7  1.8500e+01  0 1068d
 76870.449455576   35.837605  -97.457550  10043.0   0.40  8  9.9000e+00  0 1298d
 76870.449787377   35.837906  -97.456955  10212.6   0.27 11  1.7900e+01  0 13f8d
 76870.451504618   35.801991  -97.272385   6689.3   0.58  7  1.1900e+01  3   78d
 76870.471587934   35.730492  -97.400818   9661.3   0.23 10  1.3800e+01  0 11f8d
 76870.478935328   35.819008  -97.237000   7706.9   0.32  9  1.7900e+01  3  1f8d
 76870.480752278   35.819206  -97.237709   7507.0   0.47  9  1.5500e+01  3  1f8d
 76870.483701815   35.642178  -97.208977  12230.6   0.27  9  1.6300e+01  0  1f8d
 76870.485371378   35.685959  -97.435143  11383.8   0.23  8  1.2100e+01  0 10d8d
 76870.491880817   35.832947  -97.463806  10264.0   0.56  7  1.3300e+01  0   d8d
 76870.493951805   35.842327  -97.459526  11542.2   0.16  7  1.5500e+01  0 11d81
 76870.494249134   35.839287  -97.464043  10250.2   0.51 11  1.6800e+01  0 13f8d
 76870.496368748   35.840763  -97.462875  10365.0   0.47  8  1.5000e+01  0  178d
 76870.499754013   35.839069  -97.464157  10568.8   0.51  8  1.6600e+01  0  1f89
 76870.505405083   35.824718  -97.221603   7200.0   0.45  7  1.6100e+01  3   78d
 76870.508636538   35.826416  -97.219414   7127.7   0.17  8  1.7000e+01  3  178d
 76870.512108189   35.823936  -97.218796   6932.4   0.35  7  1.5200e+01  3  1785
 76870.534580513   35.763203  -97.583321  10273.8   0.40 10  1.4600e+01  0 12f8d
 76870.534841926   35.761486  -97.582924  10418.1   0.43  7  1.2900e+01  0   d8d
 76870.536783359   35.763107  -97.582047  10414.9   0.36 10  1.7500e+01  0 13f85
 76870.539080654   35.761295  -97.581787  10551.8   0.15 10  2.2200e+01  0 13f89
 76870.540490349   35.760315  -97.582642  10469.4   0.48 10  1.8400e+01  0 1378d
 76870.542416435   35.776447  -97.574654   8566.1   0.17  7  1.5100e+01  0 11e0c
 76870.546695347   35.834770  -97.462761  10527.6   0.68  9  1.2300e+01  0 12b8d
 76870.547199822   35.762348  -97.582123  10292.2   0.57  9  2.6100e+01  0  378d
 76870.548800173   35.829964  -97.219437   7033.8   0.42  8  1.9000e+01  3  178d
 76870.555020860   35.757801  -97.421165   8533.1   0.89  7  1.5300e+01  0   78d
 76870.562640619   35.764515  -97.575943  12843.5   0.55  7  1.2800e+01  0 11d84
 76870.569009453   35.700279  -97.288643   8203.4   0.13  7  1.3800e+01  3  1f09
 76870.569178389   35.663097  -97.280701   8937.1   0.30 10  1.5300e+01  3  3f8d
 76870.571028211   35.761848  -97.583466  10521.3   0.34  7  1.6300e+01  0   f85
 76870.573974604   35.762478  -97.584618  10591.1   0.71  9  1.3400e+01  0 10f8d
 76870.574760014   35.761112  -97.586632  10544.2   0.15 10  1.4500e+01  0 13d8d
 76870.582227038   35.691536  -97.257973   8277.8   0.18  8  1.5500e+01  3  1d8d
 76870.587291775   35.761848  -97.582214  10299.3   0.23  9  1.7700e+01  0 13d85
 76870.588500239   35.660393  -97.288757   8345.4   0.25 10  1.4200e+01  3  3f8d
 76870.589869950   35.762024  -97.581985  10617.9   0.71  8  1.4600e+01  0 11d89
 76870.590827736   35.660114  -97.293739   8353.2   0.31  9  1.5400e+01  3  1f8d
 76870.591343192   35.764427  -97.580177  10282.3   0.29  8  1.5400e+01  0   f8d
 76870.591980039   35.763493  -97.579582  10172.9   0.64  9  1.5300e+01  0 10f8d
 76870.595459147   35.764114  -97.577972  10364.7   0.37 11  1.9700e+01  0 13f8d
 76870.601247113   35.664425  -97.298523   7896.3   0.18  9  1.8700e+01  3  1f8d
 76870.601885307   35.666328  -97.298958   8034.7   0.60  8  1.3000e+01  3  178d
 76870.603574699   35.667217  -97.302048   8147.0   0.17  9  1.8100e+01  3  1f8d
 76870.640873192   35.718208  -97.273285   8275.5   0.39  8  1.4200e+01  3 13985
 76870.651788444   35.661739  -97.278229   8951.3   0.55  8  1.2400e+01  3   f8d
 76870.653150277   35.716621  -97.429573  10151.1   0.75  8  1.5700e+01  0 1078d
 76870.655642789   35.717354  -97.430145  10295.1   0.59 10  1.9700e+01  0 1378d
 76870.656123559   35.658344  -97.281418   8997.1   0.78  8  1.4800e+01  3   f8d
 76870.659419590   35.647091  -97.289871   8650.0   0.56  8  1.6800e+01  3  1f89
 76870.659483270   35.762650  -97.410400   9457.4   0.75  7  1.5600e+01  0   78d
 76870.662529136   35.656555  -97.282280   8781.4   0.41  7  1.3100e+01  3  1785
 76870.662830859   35.761299  -97.411255   9140.1   0.62  8  1.6800e+01  0   f8d
 76870.663197423   35.762581  -97.411926   9086.3   0.24 11  1.8200e+01  0 13f8d
 76870.667453397   35.760487  -97.415825   8906.3   0.12  7  1.0800e+01  0   d8d
 76870.669394365   35.759686  -97.415848   8974.7   0.14 10  1.6200e+01  0  3f8d
 76870.672478806   35.758373  -97.416481   8936.6   0.66  9  1.5300e+01  0 1178d
 76870.673960827   35.756577  -97.418358   8907.8   0.56  8  2.0400e+01  0   f8d
 76870.686756495   35.661377  -97.317383   8208.4   0.19  8  1.6800e+01  3  1e8d
 76870.687425540   35.658489  -97.312851   8470.8   0.26  7  1.2100e+01  3   d8d
 76870.696607072   35.647167  -97.319565   8234.0   0.75  7  9.5000e+00  3  178c
 76870.697972447   35.649437  -97.317299   8183.8   0.38  9  1.6200e+01  3  378d
 76870.698363124   35.647579  -97.310966   8054.4   0.91  7  1.5000e+01  3   d8d
 76870.699091856   35.651497  -97.314896   8385.2   0.28  8  1.5000e+01  3  1f85
 76870.700989988   35.650864  -97.317062   8054.5   0.14  8  1.2100e+01  3  1d8d
 76870.708832553   35.652016  -97.324028   8378.1   0.22  8  1.5400e+01  3   f8d
 76870.727577777   35.644669  -97.308868   7880.1   0.21 11  1.7600e+01  3 13f8d
 76870.763617771   35.677727  -97.270905   8186.2   0.30  9  1.6200e+01  3 11f8c
 76870.768381824   35.680618  -97.266655   8099.0   0.92  7  1.8500e+01  3   78d
 76870.768562376   35.681438  -97.264763   7967.5   0.56  7  1.4200e+01  3   78d
 76870.771810321   35.683136  -97.273735   7677.6   0.74  7  1.4300e+01  3   78d
 76870.773316783   35.680748  -97.270325   8069.0   0.72  8  1.4700e+01  3   f8d
 76870.773484055   35.682812  -97.273849   8051.6   0.45  7  1.3800e+01  3   d8d
 76870.775101990   35.689945  -97.270874   7768.2   0.90  8  1.4800e+01  3   f8d
 76870.775356481   35.688351  -97.274559   7703.3   0.34  7  1.0800e+01  3   d8d
 76870.776140735   35.692497  -97.270805   8107.9   0.20  8  1.6100e+01  3 1178c
 76870.778469314   35.689598  -97.265938   7923.5   0.49  9  1.4800e+01  3 10f8d
 76870.782365844   35.686565  -97.263206   7928.9   0.20 10  1.8500e+01  3  3f8d
 76870.790436624   35.668755  -97.408714  13909.5   0.25  8  8.8000e+00  0 10d8d
 76870.790924442   35.680355  -97.252029   8027.6   0.39  7  1.3300e+01  3   d8d
 76870.793454896   35.680458  -97.252655   9275.4   0.81  7  1.7500e+01  0  158d
 76870.794362814   35.681732  -97.244064   7925.9   0.25  9  1.7300e+01  3  1f8d
 76870.795026128   35.689915  -97.242271   8164.0   0.79  9  1.5400e+01  3  1f8d
 76870.795729883   35.679859  -97.244209   8103.0   0.42  8  1.6200e+01  3   f8d
 76870.802547748   35.748447  -97.421852   7655.9   0.32  8  1.5300e+01  3 13c0d
 76870.804870981   35.744961  -97.425423   6945.3   0.15  8  1.9400e+01  3   f8d
 76870.805472453   35.741299  -97.434471   7816.5   0.13  7  1.4500e+01  3   f89
 76870.807811463   35.747627  -97.420776   6281.0   0.60  7  1.6200e+01  3   78d
 76870.808263119   35.749443  -97.422165   5622.7   0.25  7  1.5600e+01  3   78d
 76870.808453394   35.748768  -97.423325   5725.3   0.41  7  1.6700e+01  3   78d
 76870.808918945   35.750534  -97.421089   5731.0   0.51  7  1.7600e+01  3   78d
 76870.809048736   35.750793  -97.420059   5469.0   0.37  7  1.7600e+01  3   78d
 76870.810873200   35.755119  -97.416458   5988.3   0.32  7  1.5200e+01  3   78d
 76870.811074988   35.756481  -97.413780   5424.4   0.40  7  1.7200e+01  3   78d
 76870.811493396   35.759537  -97.414711   6080.6   0.23  9  1.8500e+01  3 11d8d
 76870.811681405   35.759289  -97.413208   6390.5   0.67  7  1.5200e+01  3   78d
 76870.811787648   35.759323  -97.412979   5334.7   0.97  7  1.1900e+01  3   78d
 76870.812805451   35.764450  -97.411354   6074.6   0.66  7  2.2100e+01  3   d8d
 76870.814719657   35.773407  -97.411270   6268.5   0.76  7  1.4500e+01  3   78d
 76870.815686762   35.652615  -97.310516   9693.7   0.63  7  1.4600e+01  3   78d
 76870.816555106   35.764568  -97.391899   5778.1   0.47  7  1.7600e+01  3   78d
 76870.818026380   35.761757  -97.392929   5768.9   0.47  7  1.6300e+01  3   78d
 76870.820024742   35.762768  -97.388481   6732.5   0.48  7  1.5000e+01  3   78d
 76870.822326518   35.762722  -97.379555   5880.0   0.14  7  1.5900e+01  3   78d
 76870.822849758   35.759804  -97.379463   5555.4   0.42  7  1.5500e+01  3   78d
 76870.822958063   35.769009  -97.383499   6648.5   0.24  8  1.5500e+01  3   f8d
 76870.824353193   35.762508  -97.374245   6043.3   0.28  7  1.2600e+01  3   78d
 76870.824992186   35.761909  -97.373177   6077.3   0.19  7  1.9300e+01  3   78d
 76870.825931653   35.760994  -97.371582   5854.0   0.74  7  1.6900e+01  3   78d
 76870.826974583   35.759930  -97.371841   6409.4   0.15  7  1.4500e+01  3   78d
 76870.827282047   35.764938  -97.367661   5616.9   0.91  9  2.1300e+01  3  1f8d
 76870.829367066   35.763550  -97.368309   5297.2   0.78  7  1.1700e+01  3   78d
 76870.829465686   35.764366  -97.368294   4259.3   0.93  7  1.1500e+01  3   78d
 76870.830307539   35.761253  -97.364929   5519.7   0.93  7  1.3600e+01  3   78d
 76870.831149269   35.752205  -97.373680   5503.7   0.47  7  1.1800e+01  3   78d
 76870.831270198   35.765156  -97.361351   6264.9   0.18  7  1.6500e+01  3   78d
 76870.833895798   35.662827  -97.279572  10812.3   0.20  8  1.3400e+01 -3 11d0d
 76870.834424336   35.760056  -97.355194   6012.2   0.98  7  1.4600e+01  3   78d
 76870.835076695   35.758518  -97.355522   5985.1   0.79  7  1.3600e+01  3   78d
 76870.835505061   35.756489  -97.359413   5703.4   0.29  7  1.6900e+01  3   78d
 76870.840523027   35.763760  -97.345825   6094.9   0.41  7  1.8500e+01  3   78d
 76870.840612159   35.755413  -97.347595   5854.2   0.94  7  1.0200e+01  3   78d
 76870.842527405   35.662392  -97.278992  10924.0   0.49  9  1.3600e+01 -3 10f8d
 76870.843156103   35.664970  -97.295334  10921.9   0.23 10  1.8100e+01 -3 11f8d
 76870.844503224   35.664898  -97.292107  10682.3   0.64  8  1.5200e+01 -3   f8d
 76870.844869132   35.767078  -97.344116   6318.4   0.41  7  1.4800e+01  3   78d
 76870.846074451   35.779076  -97.365395   6033.1   0.65  7  1.1800e+01  3   78d
 76870.849849654   35.770317  -97.343559   6833.3   0.40  7  2.1000e+01  3  158d
 76870.855883155   35.665298  -97.295486  11048.2   0.45  9  1.6300e+01 -3  1f8d
 76870.856219996   35.776699  -97.388687  11263.4   0.87 11  1.9500e+01  0 13f8d
 76870.856375551   35.748806  -97.340691   6682.3   0.62  7  1.3500e+01  3   78d
 76870.856537987   35.774212  -97.391945  11116.4   0.38 10  2.5300e+01  0 1758d
 76870.856636983   35.779259  -97.389656  11385.6   0.23  9  1.5300e+01  0 13e89
 76870.856810811   35.664658  -97.293663  10837.3   0.29  9  1.6000e+01 -3 11d8d
 76870.857070819   35.748219  -97.340919   7145.3   0.70  7  1.4900e+01  3   78d
 76870.857197725   35.650143  -97.315437   9689.0   0.83  8  1.3000e+01  3  178d
 76870.858182901   35.665482  -97.295135  10954.7   0.55  8  2.1700e+01 -3 1158d
 76870.858486177   35.665077  -97.291412  10781.5   0.28  9  1.9300e+01 -3 1178d
 76870.859004363   35.665470  -97.291794  10824.4   0.33  8  1.4200e+01 -3 10d8d
 76870.860445548   35.665119  -97.295044  10966.1   0.10  9  1.6800e+01 -3 1378c
 76870.861623167   35.665211  -97.294373  10881.6   0.22 11  2.1300e+01 -3 17d8d
 76870.861994164   35.649509  -97.316727   9663.3   0.29  8  1.6500e+01  3  1d8d
 76870.863560961   35.665451  -97.296478  11009.2   0.30 10  2.0600e+01 -3  7d8d
 76870.865303774   35.665482  -97.290451  10795.3   0.28 10  1.4200e+01 -3 11f8d
 76870.865566257   35.662781  -97.296356  10644.9   0.75 11  1.6700e+01 -3 13f8d
 76870.868369116   35.671516  -97.293228  10913.5   0.17  7  9.6000e+00 -3   d8d
 76870.868772297   35.666279  -97.293152  10832.7   0.56  9  1.0100e+01 -3 11f8c
 76870.869635207   35.660896  -97.276596   9811.7   0.71  7  1.2400e+01 -3   d8d
 76870.870709983   35.639347  -97.508842   8568.9   0.62  8  1.2500e+01  0   f8d
 76870.872691734   35.668945  -97.291260  10604.7   0.10  7  1.5300e+01 -3  388d
 76870.872838342   35.668835  -97.289345  10653.6   0.80  7  1.6300e+01 -3   78d
 76870.873188138   35.667744  -97.287613  10671.3   0.32  8  1.4500e+01 -3 1170d
 76870.873253196   35.670441  -97.291992  10719.2   0.12  9  1.7500e+01 -3 11e8d
 76870.873291877   35.666965  -97.287918  10790.3   0.32  7  1.6000e+01 -3 1218d
 76870.876422633   35.665165  -97.295029  10702.8   0.98  7  1.3400e+01 -3   d8d
 76870.879674338   35.664688  -97.298225  11032.7   0.11  9  1.7800e+01 -3 13e8c
 76870.884079566   35.654022  -97.267654  10154.0   0.80  8  1.2300e+01 -3   f8d
 76870.887978035   35.665218  -97.296814  11021.5   0.17 11  1.9800e+01 -3 13f8d
 76870.891103245   35.652931  -97.276505  10074.7   0.43  7  1.7000e+01 -3  158d
 76870.893601244   35.665287  -97.294159  10913.8   0.67 11  1.9900e+01 -3 13f8d
 76870.895583657   35.664894  -97.292953  10843.0   0.13 11  1.6000e+01 -3 13f8d
 76870.901341941   35.660686  -97.270821  10342.4   0.10  7  1.6600e+01 -3  1d89
